file_name,function_code,description
stm32_file_130.c,"static void SPI_Init(void)
{
	hspi.Instance = SPI;
	hspi.Init.Mode = SPI_MODE_MASTER;
	hspi.Init.CLKPolarity = SPI_POLARITY_LOW;
	hspi.Init.CLKPhase = SPI_PHASE_1EDGE;
	hspi.Init.NSS = SPI_NSS_SOFT;
	hspi.Init.BaudRatePrescaler = SPI_BAUDRATEPRESCALER_2;
	hspi.Init.FirstByte = SPI_LITTLEENDIAN;
	if (HAL_SPI_Init(&hspi) != HAL_OK)
	{
		Error_Handler();
	}
}","The `SPI_Init` function initializes a SPI peripheral on an STM32 device, configuring it to operate in master mode with soft NSS, low clock polarity, 1 edge-aligned clock phase, a baud rate prescaler of 2, and little-endian data format. The HAL_SPI_Init function is called for the initialization."
stm32_file_130.c,"void Error_Handler(void)
{
	while (1)
	{
	}
}","The `Error_Handler` function appears to be an error management routine that enters an infinite loop upon encountering an error during hardware initialization, input/output, interrupt handling, or other system operations, as it does not call any specific HAL or STM32 functions for initializing or controlling hardware peripherals."
stm32_file_130.c,"void assert_failed(uint8_t *file, uint32_t line)
{
	printf(""Wrong parameters value: file %s on line %d\\r\\n"", file, line);
}","This function, `assert_failed`, is an error-reporting function that takes a file name and line number as arguments, then prints an error message related to incorrect parameter values in the given file and line. It does not call any specific HAL or STM32 functions directly; instead, it uses the standard C library function `printf` for outputting the error message."
stm32_file_131.c,"int main(void)
{
  HAL_Init();
  SystemClock_Config();
  MX_GPIO_Init();
  MX_IWDG_Init();
  MX_SPI1_Init();
  MX_TIM7_Init();
  MX_USART2_UART_Init();
  while (1)
  {
  }
}","This C function initializes various hardware components of an STM32 microcontroller system, including clocks (SystemClock_Config), GPIO pins (MX_GPIO_Init), IWDG (Independent Watchdog), SPI1 peripheral (MX_SPI1_Init), TIM7 timer (MX_TIM7_Init), USART2 UART (MX_USART2_UART_Init), and enters an infinite loop. The purpose of the function is to prepare the hardware for further use, with each specific STM32 function call configuring a different hardware component."
stm32_file_131.c,"void SystemClock_Config(void)
{
  RCC_OscInitTypeDef RCC_OscInitStruct = {0};
  RCC_ClkInitTypeDef RCC_ClkInitStruct = {0};
  if (HAL_PWREx_ControlVoltageScaling(PWR_REGULATOR_VOLTAGE_SCALE1) != HAL_OK)
  {
    Error_Handler();
  }
  HAL_PWR_EnableBkUpAccess();
  __HAL_RCC_LSEDRIVE_CONFIG(RCC_LSEDRIVE_LOW);
  RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_LSI|RCC_OSCILLATORTYPE_LSE
                              |RCC_OSCILLATORTYPE_MSI;
  RCC_OscInitStruct.LSEState = RCC_LSE_ON;
  RCC_OscInitStruct.LSIState = RCC_LSI_ON;
  RCC_OscInitStruct.MSIState = RCC_MSI_ON;
  RCC_OscInitStruct.MSICalibrationValue = 0;
  RCC_OscInitStruct.MSIClockRange = RCC_MSIRANGE_6;
  RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON;
  RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_MSI;
  RCC_OscInitStruct.PLL.PLLM = 1;
  RCC_OscInitStruct.PLL.PLLN = 40;
  RCC_OscInitStruct.PLL.PLLP = RCC_PLLP_DIV7;
  RCC_OscInitStruct.PLL.PLLQ = RCC_PLLQ_DIV2;
  RCC_OscInitStruct.PLL.PLLR = RCC_PLLR_DIV2;
  if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK)
  {
    Error_Handler();
  }
  RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK|RCC_CLOCKTYPE_SYSCLK
                              |RCC_CLOCKTYPE_PCLK1|RCC_CLOCKTYPE_PCLK2;
  RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK;
  RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1;
  RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV1;
  RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1;
  if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_4) != HAL_OK)
  {
    Error_Handler();
  }
  HAL_RCCEx_EnableMSIPLLMode();
}","This function configures the system clock by initializing various oscillators (LSI, LSE, MSI, PLL), enabling backup access, setting the voltage scaling, and configuring the HCLK, SYSCLK, PCLK1, and PCLK2 clocks based on the selected PLL settings. Specifically called functions include HAL_PWREx_ControlVoltageScaling(), HAL_PWR_EnableBkUpAccess(), __HAL_RCC_LSEDRIVE_CONFIG(), HAL_RCC_OscConfig(), and HAL_RCC_ClockConfig()."
stm32_file_131.c,"static void MX_IWDG_Init(void)
{
  hiwdg.Instance = IWDG;
  hiwdg.Init.Prescaler = IWDG_PRESCALER_4;
  hiwdg.Init.Window = 4095;
  hiwdg.Init.Reload = 4095;
  if (HAL_IWDG_Init(&hiwdg) != HAL_OK)
  {
    Error_Handler();
  }
}","The function `MX_IWDG_Init` initializes an Instance of the Independent Watchdog (IWDG) hardware using the High-level Abstraction Layer (HAL) `HAL_IWDG_Init()`. The IWDG is configured with a prescaler of 4, a window of 4095, and a reload value of 4095."
stm32_file_131.c,"static void MX_SPI1_Init(void)
{
  hspi1.Instance = SPI1;
  hspi1.Init.Mode = SPI_MODE_MASTER;
  hspi1.Init.Direction = SPI_DIRECTION_2LINES;
  hspi1.Init.DataSize = SPI_DATASIZE_4BIT;
  hspi1.Init.CLKPolarity = SPI_POLARITY_LOW;
  hspi1.Init.CLKPhase = SPI_PHASE_1EDGE;
  hspi1.Init.NSS = SPI_NSS_SOFT;
  hspi1.Init.BaudRatePrescaler = SPI_BAUDRATEPRESCALER_2;
  hspi1.Init.FirstBit = SPI_FIRSTBIT_MSB;
  hspi1.Init.TIMode = SPI_TIMODE_DISABLE;
  hspi1.Init.CRCCalculation = SPI_CRCCALCULATION_DISABLE;
  hspi1.Init.CRCPolynomial = 7;
  hspi1.Init.CRCLength = SPI_CRC_LENGTH_DATASIZE;
  hspi1.Init.NSSPMode = SPI_NSS_PULSE_ENABLE;
  if (HAL_SPI_Init(&hspi1) != HAL_OK)
  {
    Error_Handler();
  }
}","This function initializes the SPI1 peripheral on an STM32 microcontroller, configuring it to operate in master mode with 4-bit data size, soft NSS (Slave Select), a baud rate prescaler of 2, and MSB first transmission order, using the HAL_SPI_Init function from the STM32 HAL library."
stm32_file_131.c,"static void MX_TIM7_Init(void)
{
  TIM_MasterConfigTypeDef sMasterConfig = {0};
  htim7.Instance = TIM7;
  htim7.Init.Prescaler = 0;
  htim7.Init.CounterMode = TIM_COUNTERMODE_UP;
  htim7.Init.Period = 65535;
  htim7.Init.AutoReloadPreload = TIM_AUTORELOAD_PRELOAD_DISABLE;
  if (HAL_TIM_Base_Init(&htim7) != HAL_OK)
  {
    Error_Handler();
  }
  sMasterConfig.MasterOutputTrigger = TIM_TRGO_RESET;
  sMasterConfig.MasterSlaveMode = TIM_MASTERSLAVEMODE_DISABLE;
  if (HAL_TIMEx_MasterConfigSynchronization(&htim7, &sMasterConfig) != HAL_OK)
  {
    Error_Handler();
  }
}","The function `MX_TIM7_Init` initializes a Timer Base channel on the STM32 hardware named TIM7. It configures the timer to operate in up-counting mode with a period of 65535, disables auto-reload preload, and sets the master configuration to disable master output trigger and slave mode."
stm32_file_131.c,"static void MX_USART2_UART_Init(void)
{
  huart2.Instance = USART2;
  huart2.Init.BaudRate = 115200;
  huart2.Init.WordLength = UART_WORDLENGTH_8B;
  huart2.Init.StopBits = UART_STOPBITS_1;
  huart2.Init.Parity = UART_PARITY_NONE;
  huart2.Init.Mode = UART_MODE_TX_RX;
  huart2.Init.HwFlowCtl = UART_HWCONTROL_NONE;
  huart2.Init.OverSampling = UART_OVERSAMPLING_16;
  huart2.Init.OneBitSampling = UART_ONE_BIT_SAMPLE_DISABLE;
  huart2.AdvancedInit.AdvFeatureInit = UART_ADVFEATURE_NO_INIT;
  if (HAL_UART_Init(&huart2) != HAL_OK)
  {
    Error_Handler();
  }
}","This function initializes the USART2 hardware for asynchronous transmission and reception at a baud rate of 115200, using 8 data bits, no parity, and one stop bit. The initialization is performed by calling HAL_UART_Init() from the STM32 HAL library."
stm32_file_131.c,"static void MX_GPIO_Init(void)
{
  GPIO_InitTypeDef GPIO_InitStruct = {0};
  __HAL_RCC_GPIOC_CLK_ENABLE();
  __HAL_RCC_GPIOA_CLK_ENABLE();
  __HAL_RCC_GPIOB_CLK_ENABLE();
  HAL_GPIO_WritePin(GPIOA, GPIO_PIN_5, GPIO_PIN_RESET);
  HAL_GPIO_WritePin(LD3_GPIO_Port, LD3_Pin, GPIO_PIN_RESET);
  GPIO_InitStruct.Pin = GPIO_PIN_4;
  GPIO_InitStruct.Mode = GPIO_MODE_IT_RISING;
  GPIO_InitStruct.Pull = GPIO_NOPULL;
  HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);
  GPIO_InitStruct.Pin = GPIO_PIN_5;
  GPIO_InitStruct.Mode = GPIO_MODE_OUTPUT_PP;
  GPIO_InitStruct.Pull = GPIO_NOPULL;
  GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_LOW;
  HAL_GPIO_Init(GPIOA, &GPIO_InitStruct);
  GPIO_InitStruct.Pin = LD3_Pin;
  GPIO_InitStruct.Mode = GPIO_MODE_OUTPUT_PP;
  GPIO_InitStruct.Pull = GPIO_NOPULL;
  GPIO_InitStruct.Speed = GPIO_SPEED_FREQ_LOW;
  HAL_GPIO_Init(LD3_GPIO_Port, &GPIO_InitStruct);
  HAL_NVIC_SetPriority(EXTI4_IRQn, 0, 0);
  HAL_NVIC_EnableIRQ(EXTI4_IRQn);
}","The function `MX_GPIO_Init` initializes GPIO pins on ports A, B, and C by enabling their respective clocks, configuring specific pins for input, output, or interrupt handling using HAL functions like `HAL_GPIO_WritePin`, `HAL_GPIO_Init`, and manages an external interrupt through `EXTI4_IRQn`."
stm32_file_131.c,"void HAL_TIM_PeriodElapsedCallback(TIM_HandleTypeDef *htim)
{
  if (htim->Instance == TIM1) {
    HAL_IncTick();
  }
}","This function is an Interrupt Handler callback for TIM1 timer on an STM32 microcontroller. It increments the system tick count when the specified TIM1 timer event occurs, using the HAL_IncTick() function from the STM32 HAL library."
stm32_file_131.c,"void Error_Handler(void)
{
  __disable_irq();
  while (1)
  {
  }
}","This function, `Error_Handler`, is an error management routine that disables interrupts and enters an infinite loop upon encountering an error, effectively halting the program execution. No specific HAL or STM32 functions are called within this code snippet."
stm32_file_131.c,"void assert_failed(uint8_t *file, uint32_t line)
{
}","This function, `assert_failed`, is an error-handling routine that gets triggered when an assertion in the code fails. It does not have a direct role in hardware initialization, input/output, interrupt handling, or specific STM32 functions are not called within it as per the provided code snippet."
stm32_file_132.c,"int main(void)
{
  HAL_Init();
  BSP_LED_Init(LED2);
  BSP_LED_Init(LED3);
  BSP_PB_Init(BUTTON_SW1,BUTTON_MODE_GPIO);
  SystemClock_Config();
  MX_GPIO_Init();
  MX_RTC_Init();
  MX_TIM16_Init();
  if (HAL_RTCEx_BKUPRead(&hrtc, RTC_BKP_DR1) == WAKEUP_TIMER_ENABLE)
  {
    if (HAL_RTCEx_DeactivateWakeUpTimer(&hrtc) != HAL_OK)
    {
      Error_Handler();
    }
  }
  HAL_RTCEx_SetWakeUpTimer_IT(&hrtc, 0x0, RTC_WAKEUPCLOCK_CK_SPRE_16BITS,0);
  HAL_RTCEx_BKUPWrite(&hrtc, RTC_BKP_DR1, WAKEUP_TIMER_ENABLE);
  while(BSP_PB_GetState(BUTTON_SW1) != GPIO_PIN_SET)
  {
  }
  while(BSP_PB_GetState(BUTTON_SW1) != GPIO_PIN_RESET)
  {
  }
  uwLsiFreq = GetLSIFrequency();
  hrtc.Init.HourFormat = RTC_HOURFORMAT_24;
  hrtc.Init.AsynchPrediv = 0x7F;
  hrtc.Init.SynchPrediv = (uwLsiFreq/128) - 1;
  hrtc.Init.OutPut = RTC_OUTPUT_DISABLE;
  hrtc.Init.OutPutPolarity = RTC_OUTPUT_POLARITY_HIGH;
  hrtc.Init.OutPutType = RTC_OUTPUT_TYPE_OPENDRAIN;
  if(HAL_RTC_Init(&hrtc) != HAL_OK)
  {
    Error_Handler();
  }
  RTCStatus = 1;
  while (1)
  {
  }
}","This function initializes hardware components such as LEDs, buttons, RTC, and TIM16 on an STM32 microcontroller, configures the system clock, sets up a wake-up timer in the RTC module, and waits for a button press before starting an infinite loop. Specifically, it calls HAL_Init(), BSP_LED_Init(), BSP_PB_Init(), SystemClock_Config(), MX_GPIO_Init(), MX_RTC_Init(), MX_TIM16_Init(), HAL_RTCEx_BKUPRead(), HAL_RTCEx_DeactivateWakeUpTimer(), HAL_RTCEx_SetWakeUpTimer_IT(), HAL_RTC_Init()."
stm32_file_132.c,"void SystemClock_Config(void)
{
  RCC_OscInitTypeDef RCC_OscInitStruct = {0};
  RCC_ClkInitTypeDef RCC_ClkInitStruct = {0};
  __HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE1);
  RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_LSI|RCC_OSCILLATORTYPE_MSI;
  RCC_OscInitStruct.MSIState = RCC_MSI_ON;
  RCC_OscInitStruct.MSICalibrationValue = RCC_MSICALIBRATION_DEFAULT;
  RCC_OscInitStruct.MSIClockRange = RCC_MSIRANGE_11;
  RCC_OscInitStruct.LSIDiv = RCC_LSI_DIV1;
  RCC_OscInitStruct.LSIState = RCC_LSI_ON;
  RCC_OscInitStruct.PLL.PLLState = RCC_PLL_NONE;
  if (HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK)
  {
    Error_Handler();
  }
  RCC_ClkInitStruct.ClockType = RCC_CLOCKTYPE_HCLK3|RCC_CLOCKTYPE_HCLK
                              |RCC_CLOCKTYPE_SYSCLK|RCC_CLOCKTYPE_PCLK1
                              |RCC_CLOCKTYPE_PCLK2;
  RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_MSI;
  RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1;
  RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV1;
  RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV1;
  RCC_ClkInitStruct.AHBCLK3Divider = RCC_SYSCLK_DIV1;
  if (HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_2) != HAL_OK)
  {
    Error_Handler();
  }
}","This function configures the system clock by initializing the oscillator (MSI and LSI) and clock parameters (HCLK, SYSCLK, PCLK1, PCLK2, AHBCLK3), using STM32 HAL functions such as `HAL_RCC_OscConfig` and `HAL_RCC_ClockConfig`. The configuration is done with a specified latency for the Flash memory."
stm32_file_132.c,"static void MX_RTC_Init(void)
{
  hrtc.Instance = RTC;
  hrtc.Init.HourFormat = RTC_HOURFORMAT_24;
  hrtc.Init.AsynchPrediv = RTC_ASYNCH_PREDIV;
  hrtc.Init.SynchPrediv = RTC_SYNCH_PREDIV;
  hrtc.Init.OutPut = RTC_OUTPUT_DISABLE;
  hrtc.Init.OutPutRemap = RTC_OUTPUT_REMAP_NONE;
  hrtc.Init.OutPutPolarity = RTC_OUTPUT_POLARITY_HIGH;
  hrtc.Init.OutPutType = RTC_OUTPUT_TYPE_OPENDRAIN;
  hrtc.Init.OutPutPullUp = RTC_OUTPUT_PULLUP_NONE;
  hrtc.Init.BinMode = RTC_BINARY_NONE;
  if (HAL_RTC_Init(&hrtc) != HAL_OK)
  {
    Error_Handler();
  }
  if (HAL_RTCEx_SetWakeUpTimer_IT(&hrtc, 0, RTC_WAKEUPCLOCK_RTCCLK_DIV16, 0) != HAL_OK)
  {
    Error_Handler();
  }
}","This function initializes an RTC (Real-Time Clock) hardware instance on the STM32 microcontroller using the HAL (Hardware Abstraction Layer) RTC initialization function `HAL_RTC_Init()`. Additionally, it sets up a wake-up timer interrupt using the `HAL_RTCEx_SetWakeUpTimer_IT()` function."
stm32_file_132.c,"static void MX_TIM16_Init(void)
{
  TIM_IC_InitTypeDef sConfigIC = {0};
  htim16.Instance = TIM16;
  htim16.Init.Prescaler = 0;
  htim16.Init.CounterMode = TIM_COUNTERMODE_UP;
  htim16.Init.Period = 0xFFFF;
  htim16.Init.ClockDivision = TIM_CLOCKDIVISION_DIV1;
  htim16.Init.RepetitionCounter = 0;
  htim16.Init.AutoReloadPreload = TIM_AUTORELOAD_PRELOAD_DISABLE;
  if (HAL_TIM_Base_Init(&htim16) != HAL_OK)
  {
    Error_Handler();
  }
  if (HAL_TIM_IC_Init(&htim16) != HAL_OK)
  {
    Error_Handler();
  }
  sConfigIC.ICPolarity = TIM_INPUTCHANNELPOLARITY_RISING;
  sConfigIC.ICSelection = TIM_ICSELECTION_DIRECTTI;
  sConfigIC.ICPrescaler = TIM_ICPSC_DIV1;
  sConfigIC.ICFilter = 0;
  if (HAL_TIM_IC_ConfigChannel(&htim16, &sConfigIC, TIM_CHANNEL_1) != HAL_OK)
  {
    Error_Handler();
  }
}","This function initializes TIM16 hardware by setting up its counter mode, period, clock division, and input capture channel 1 with rising edge polarity, using the STM32 HAL library functions `HAL_TIM_Base_Init` and `HAL_TIM_IC_Init`. It also handles errors through the `Error_Handler()` function."
stm32_file_132.c,"static void MX_GPIO_Init(void)
{
  __HAL_RCC_GPIOB_CLK_ENABLE();
}","The function `MX_GPIO_Init` is responsible for enabling the clock for Port B of the GPIO peripheral on an STM32 microcontroller, as indicated by the call to `__HAL_RCC_GPIOB_CLK_ENABLE()`. This initialization step is a prerequisite for any subsequent GPIO operations."
stm32_file_132.c,"void HAL_TIM_IC_CaptureCallback(TIM_HandleTypeDef *htim)
{
  tmpCCTIM_CHANNEL[uwCaptureNumber++] = HAL_TIM_ReadCapturedValue(&htim16, TIM_CHANNEL_1);
  if (uwCaptureNumber >= 2)
  {
    if ( tmpCCTIM_CHANNEL[0] > tmpCCTIM_CHANNEL[1] )
    {
      uwPeriodValue = (uint16_t)(0xFFFF - tmpCCTIM_CHANNEL[0] + tmpCCTIM_CHANNEL[1] + 1);
    }
    else
    {
      uwPeriodValue = (uint16_t)(tmpCCTIM_CHANNEL[1] - tmpCCTIM_CHANNEL[0]);
    }
    uwLsiFreq = (uint32_t) SystemCoreClock / uwPeriodValue;
    uwLsiFreq *= 8;
  }
}","This function `HAL_TIM_IC_CaptureCallback` is an interrupt service routine that captures the current value of a timer channel (TIM_CHANNEL_1) on an STM32 device using the HAL library, calculates the frequency of an external clock source (LSI), and stores it in the variable `uwLsiFreq`. The function is triggered by a timer interrupt."
stm32_file_132.c,"void HAL_RTCEx_WakeUpTimerEventCallback(RTC_HandleTypeDef *hrtc)
{    
  BSP_LED_Toggle(LED2);
}","This function, `HAL_RTCEx_WakeUpTimerEventCallback`, is an interrupt handler for the Real-Time Clock (RTC) wake-up timer event in STM32 hardware. It toggles the state of LED2 upon RTC wake-up event triggering, but does not call any specific HAL or STM32 functions other than BSP_LED_Toggle(LED2), which is a part of the Board Support Package (BSP) for controlling the specified LED."
stm32_file_132.c,"static uint32_t GetLSIFrequency(void)
{
  TIM_IC_InitTypeDef    TIMInput_Config;
  htim16.Instance = TIM16;
  htim16.Init.Prescaler         = 0; 
  htim16.Init.CounterMode       = TIM_COUNTERMODE_UP;  
  htim16.Init.Period            = 0xFFFF; 
  htim16.Init.ClockDivision     = 0;     
  if(HAL_TIM_IC_Init(&htim16) != HAL_OK)
  {
    Error_Handler();
  }
  HAL_TIMEx_RemapConfig(&htim16, TIM_TIM16_TI1_LSI);
  TIMInput_Config.ICPolarity  = TIM_ICPOLARITY_RISING;
  TIMInput_Config.ICSelection = TIM_ICSELECTION_DIRECTTI;
  TIMInput_Config.ICPrescaler = TIM_ICPSC_DIV8;
  TIMInput_Config.ICFilter    = 0;
  if(HAL_TIM_IC_ConfigChannel(&htim16, &TIMInput_Config, TIM_CHANNEL_1) != HAL_OK)
  {
    Error_Handler();
  }
  if(HAL_TIM_IC_Start_IT(&htim16, TIM_CHANNEL_1) != HAL_OK)
  {
    Error_Handler();
  }
  while(uwCaptureNumber != 2)
  {
  }
  HAL_TIM_IC_Stop_IT(&htim16, TIM_CHANNEL_1);
  HAL_TIM_IC_DeInit(&htim16);
  return uwLsiFreq;
}","This function initializes a TIM16 hardware timer for input capture with the purpose of measuring the LSI frequency. It uses specific STM32 HAL functions like `HAL_TIM_IC_Init`, `HAL_TIMEx_RemapConfig`, and `HAL_TIM_IC_Start_IT` to configure the timer, remap the TIM16 channel, and start interrupts for input capture respectively."
stm32_file_132.c,"void Error_Handler(void)
{
  RTCStatus = 0xE;
  while (1)
  {
    BSP_LED_On(LED3);
  }
}","The `Error_Handler` function sets an error status for RTC (Real-Time Clock), continuously turns on LED3, and does not return, which may indicate that the system has encountered an unrecoverable error during hardware initialization or operation. No specific STM32 or HAL functions are explicitly called within this code snippet."
stm32_file_132.c,"void assert_failed(uint8_t *file, uint32_t line)
{
}","This function is an assertion failure handler, specifically designed for error management. It does not call any explicit hardware initialization, I/O, interrupt handling, or STM32 functions as indicated by the provided code."
stm32_file_133.c,"int main(void)
{    
  HAL_Init();
  BSP_LED_Init(LED1);
  BSP_LED_Init(LED3);
  SystemClock_Config();
  BSP_PB_Init(BUTTON_KEY, BUTTON_MODE_GPIO);
  if(BSP_PB_GetState(BUTTON_KEY) == 0x00)
  {
    HAL_FLASHEx_OBGetConfig(&FLASH_OBInitStruct);
    if((FLASH_OBInitStruct.BORLevel & 0x0C) != BOR_LEVEL) 
    {
      HAL_FLASH_OB_Unlock();
      FLASH_OBInitStruct.OptionType = OPTIONBYTE_BOR;
      FLASH_OBInitStruct.BORLevel = BOR_LEVEL;
      HAL_FLASHEx_OBProgram(&FLASH_OBInitStruct);
      HAL_FLASH_OB_Launch();
      HAL_FLASH_OB_Lock();
    }
  } 
  while (1)
  {
    BSP_LED_Toggle(LED1);
    HAL_Delay(50);
  }
}","This function initializes hardware components such as LEDs, buttons, and clocks on an STM32 microcontroller, configures the button for input, checks its state to modify the backup domain settings of the flash memory, and performs an infinite loop toggling an LED at regular intervals using HAL functions like `BSP_LED_Init`, `HAL_FLASHEx_OBGetConfig`, `HAL_FLASH_OB_Unlock`, `HAL_FLASHEx_OBProgram`, `HAL_FLASH_OB_Launch`, and `HAL_FLASH_OB_Lock`. The function also uses STM32's SystemClock configuration function, `SystemClock_Config()`."
stm32_file_133.c,"static void SystemClock_Config(void)
{
  RCC_ClkInitTypeDef RCC_ClkInitStruct;
  RCC_OscInitTypeDef RCC_OscInitStruct;
  __HAL_RCC_PWR_CLK_ENABLE();
  __HAL_PWR_VOLTAGESCALING_CONFIG(PWR_REGULATOR_VOLTAGE_SCALE1);
  RCC_OscInitStruct.OscillatorType = RCC_OSCILLATORTYPE_HSE;
  RCC_OscInitStruct.HSEState = RCC_HSE_ON;
  RCC_OscInitStruct.PLL.PLLState = RCC_PLL_ON;
  RCC_OscInitStruct.PLL.PLLSource = RCC_PLLSOURCE_HSE;
  RCC_OscInitStruct.PLL.PLLM = 25;
  RCC_OscInitStruct.PLL.PLLN = 336;
  RCC_OscInitStruct.PLL.PLLP = RCC_PLLP_DIV2;
  RCC_OscInitStruct.PLL.PLLQ = 7;
  if(HAL_RCC_OscConfig(&RCC_OscInitStruct) != HAL_OK)
  {
    Error_Handler();
  }
  RCC_ClkInitStruct.ClockType = (RCC_CLOCKTYPE_SYSCLK | RCC_CLOCKTYPE_HCLK | RCC_CLOCKTYPE_PCLK1 | RCC_CLOCKTYPE_PCLK2);
  RCC_ClkInitStruct.SYSCLKSource = RCC_SYSCLKSOURCE_PLLCLK;
  RCC_ClkInitStruct.AHBCLKDivider = RCC_SYSCLK_DIV1;
  RCC_ClkInitStruct.APB1CLKDivider = RCC_HCLK_DIV4;  
  RCC_ClkInitStruct.APB2CLKDivider = RCC_HCLK_DIV2;  
  if(HAL_RCC_ClockConfig(&RCC_ClkInitStruct, FLASH_LATENCY_5) != HAL_OK)
  {
    Error_Handler();
  }
  if (HAL_GetREVID() == 0x1001)
  {
    __HAL_FLASH_PREFETCH_BUFFER_ENABLE();
  }
}","This function configures the system clock by enabling the power regulator, setting its voltage scaling, initializing the high-speed external oscillator (HSE), and configuring the PLL, SYSCLK, HCLK, PCLK1, and PCLK2 clocks. Specific STM32 functions called are HAL_RCC_OscConfig() and HAL_RCC_ClockConfig()."
stm32_file_133.c,"static void Error_Handler(void)
{
  BSP_LED_On(LED3);
  while(1)
  {
  }
}","The `Error_Handler` function is an error management routine that activates LED3 (presumably a fault indicator) upon an unspecified error and enters an infinite loop, potentially halting further execution. No specific STM32 or HAL functions are called within this code snippet."
stm32_file_133.c,"void HAL_SYSTICK_Callback(void)
{
  HAL_IncTick();
}","The function `HAL_SYSTICK_Callback` is an interrupt service routine (ISR) that increments the system tick counter when a hardware timer event occurs, as indicated by the call to `HAL_IncTick()`. This function does not involve any specific hardware initialization, input/output, or error management in this code snippet."
stm32_file_133.c,"void assert_failed(uint8_t* file, uint32_t line)
{ 
  while (1)
  {
  }
}","This function `assert_failed` is an error-handling routine that enters an infinite loop upon encountering a failed assertion in the code. It does not interact with hardware initialization, input/output, interrupt handling, or specific STM32 functions explicitly."
